#{"t_start": 1761893050.1703396, "env_id": "None"}
r,l,t
1166.033883,28,144.203671
1137.010625,17,144.631806
1318.46822,21,145.123831
1166.199175,14,145.435265
1173.137122,22,145.989641
839.515911,13,146.317893
1124.665606,16,146.718456
804.521492,18,147.141949
791.082596,11,147.395474
948.104384,19,147.876926
1313.879373,25,148.50531
1606.689751,29,149.203158
1151.257998,19,149.653892
990.505738,16,150.023033
1194.952146,19,150.504754
1388.976517,30,151.233564
920.09488,14,151.593708
845.394644,11,151.833419
842.602932,11,152.094843
2166.622993,32,152.865097
1028.481077,12,153.145746
1473.955474,26,153.755386
1178.21951,22,154.254954
1389.568096,30,154.959754
912.306072,15,155.333344
865.116834,19,155.7789
894.616599,18,156.209306
1594.174257,28,156.895572
1155.690614,18,157.348498
1500.059669,27,158.020926
940.783594,14,158.381188
961.986226,14,158.708318
1335.835848,18,159.158314
1058.692987,15,159.505238
1110.831912,19,159.975036
397.821338,8,220.314782
512.484626,6,220.380187
404.581855,6,220.44269
547.20586,6,220.512562
484.323876,6,220.576082
598.196876,8,220.663042
382.268529,7,220.739633
628.314679,6,220.801986
487.560098,5,220.856008
473.323039,8,220.927006
417.782083,5,220.991548
503.347565,6,221.036209
549.205542,9,221.12455
431.08672,6,221.179552
545.911664,9,221.272641
525.157264,4,221.315679
410.515512,5,221.376637
640.040796,9,221.473904
589.124746,4,221.505156
497.756636,12,221.617013
602.566028,6,221.676971
443.25014,8,221.755099
552.671488,7,221.821213
472.517152,6,221.862637
403.027531,8,221.9516
492.267359,8,222.020571
516.940107,9,222.104148
466.835317,10,222.194814
572.544631,7,222.270413
506.031508,6,222.333173
532.686286,4,222.364998
584.639607,7,222.441998
522.673691,6,222.478772
566.552361,6,222.542723
510.481478,6,222.598628
551.341294,6,222.649359
455.492258,7,222.694623
533.791254,9,222.784633
446.356883,7,222.833525
499.439696,6,222.895453
