#{"t_start": 1742794612.7253919, "env_id": "None"}
r,l,t
690.111111,9,50.294264
664.611111,9,50.344768
631.566667,15,50.42975
609.307692,13,50.503071
794.666667,6,50.535806
567.5,10,50.60311
794.666667,6,50.64467
593.333333,10,50.698169
632.0,15,50.776062
660.166667,12,50.836718
686.666667,10,50.89107
649.444444,9,50.942029
686.111111,9,50.991118
644.666667,12,51.051209
687.0,15,51.133132
642.7,15,51.218238
733.111111,9,51.268827
738.177778,9,51.318933
699.939394,11,51.3762
690.904762,14,51.456716
829.333333,6,51.488037
611.0,12,51.556191
744.272727,11,51.616267
758.672727,11,51.677969
514.333333,10,51.732704
632.166667,10,51.788265
749.4,12,51.855384
702.044444,9,51.906606
710.366667,12,51.976837
754.958824,17,52.075662
736.866667,12,52.159099
731.033333,12,52.234313
690.733333,10,52.291768
636.904762,14,52.365692
640.944444,9,52.409836
658.333333,12,52.475387
735.333333,6,52.507678
652.444444,9,52.557787
716.441026,13,52.627429
683.5,8,52.671326
656.444444,9,52.724137
770.47619,7,52.762857
623.833333,12,52.841863
644.166667,10,52.9008
530.666667,12,52.970475
733.958824,17,53.06457
739.47619,7,53.107582
748.466667,10,53.167238
615.666667,12,53.234595
681.466667,12,53.30606
699.044444,9,53.350517
655.466667,12,53.422153
636.444444,9,53.471188
710.142857,7,53.50936
653.65,16,53.598721
640.566667,12,53.676012
708.141026,13,53.777413
749.066667,15,53.869191
622.777778,9,53.92084
670.111111,9,53.974313
759.704762,14,54.056775
651.066667,12,54.129552
711.571429,14,54.212145
676.111111,9,54.262264
751.233333,12,54.326967
689.111111,9,54.378761
625.0,12,54.442466
636.406061,11,54.508232
713.333333,10,54.564076
639.166667,10,54.619406
681.111111,9,54.671603
760.111111,9,54.722995
716.772727,11,54.785405
676.966667,10,54.843188
650.807692,13,54.922128
708.5,10,54.978733
685.204762,14,55.060349
872.666667,6,55.094093
721.058824,17,55.192702
671.444444,9,55.244966
682.766667,12,55.32555
713.642857,7,55.374067
726.5,12,55.438131
691.833333,10,55.491626
683.872727,11,55.55376
788.344444,9,55.606029
707.583333,16,55.695405
708.477778,9,55.746381
699.7,10,55.802528
701.871429,14,55.881221
643.474359,13,55.9565
655.611111,9,56.003474
727.111111,9,56.053773
765.606061,11,56.113085
560.071429,14,56.189784
650.772727,11,56.249955
736.1,8,56.299379
739.2,10,56.355468
653.471429,14,56.436196
637.372727,11,56.49773
680.333333,10,56.552277
669.704762,14,56.630865
732.733333,10,56.683523
713.777778,9,56.734365
665.072727,11,56.79264
695.338095,14,56.867865
785.711111,9,57.016447
638.245614,19,57.143395
687.272727,11,57.203411
618.333333,15,57.284427
700.777778,9,57.334438
684.283333,16,57.42346
640.755556,18,57.524904
691.777778,9,57.576916
655.111111,9,57.627927
718.533333,12,57.691941
711.444444,9,57.740952
545.904762,14,57.818969
678.272727,11,57.881983
626.704762,14,57.963001
681.777778,9,58.009971
663.111111,9,58.063982
689.777778,9,58.114993
596.606061,11,58.179008
813.344444,9,58.231021
721.666667,12,58.296035
615.866667,12,58.369599
627.111111,9,58.420609
716.588889,18,58.518631
747.444444,9,58.58293
636.666667,12,58.647217
662.666667,12,58.716296
761.377778,9,58.767263
739.944444,9,58.815176
700.772727,11,58.882359
666.611111,9,58.928201
659.611111,9,58.978222
768.209524,7,59.020451
654.4,15,59.105622
649.111111,9,59.15387
659.111111,9,59.206496
560.444444,9,59.267231
754.439394,11,59.339323
685.5,12,59.417187
651.666667,10,59.482657
675.777778,9,59.529038
745.366667,15,59.61355
695.866667,10,59.669927
698.004762,14,59.74608
792.666667,6,59.779899
707.739394,11,59.843608
747.3,12,59.914916
632.0,12,59.981289
690.606061,11,60.062504
682.777778,9,60.114756
643.066667,12,60.189106
614.5,12,60.254888
603.0,10,60.308424
758.377778,9,60.366779
706.741026,13,60.440395
596.333333,12,60.507194
632.0,10,60.563095
655.833333,12,60.627495
637.72549,17,60.736583
604.111111,9,60.790739
717.311111,9,60.845033
674.507692,13,60.929638
699.807692,13,61.012771
700.772727,11,61.077464
679.75,16,61.164495
652.333333,12,61.23205
620.8,15,61.31882
635.107692,13,61.393803
816.433333,8,61.441033
660.333333,10,61.493927
677.166667,10,61.545041
665.7,12,61.624447
687.111111,9,61.684922
538.0,12,61.749874
669.944444,9,61.799494
713.641026,13,61.87283
758.466667,12,61.940474
674.533333,12,62.009358
626.666667,12,62.082638
729.833333,15,62.17078
735.606061,11,62.237433
632.92549,17,62.334066
687.571429,14,62.417471
615.307692,13,62.492472
671.444444,9,62.54704
654.5,10,62.604473
672.666667,15,62.689881
674.6,12,62.760225
726.666667,10,62.824801
756.833333,8,62.878959
654.444444,9,62.924779
677.111111,9,62.976235
643.444444,9,63.027106
626.939394,11,63.086324
596.606061,11,63.175055
569.9,12,63.24333
640.833333,12,63.313851
685.111111,9,63.368238
604.833333,15,63.453728
737.044444,9,63.506564
657.111111,9,63.559069
759.0,12,63.625637
747.111111,9,63.676593
618.777778,9,63.726622
572.777778,9,63.772253
739.333333,6,63.8114
643.777778,9,63.856808
635.5,12,63.925548
544.666667,12,63.989137
687.672727,11,64.053812
638.974359,13,64.124396
613.111111,9,64.174328
618.111111,9,64.223394
709.066667,12,64.29075
700.833333,12,64.355463
642.777778,9,64.404252
629.738095,14,64.478303
603.777778,9,64.52716
618.777778,9,64.587099
610.5,12,64.676308
724.166667,12,64.743942
666.333333,12,64.814153
706.111111,9,64.86466
559.333333,12,64.931289
630.666667,10,64.989489
684.944444,9,65.042607
682.606061,11,65.105789
691.111111,9,65.159609
590.0,12,65.223079
741.944444,9,65.275023
640.833333,10,65.33195
676.777778,9,65.385685
678.277778,9,65.437648
714.566667,8,65.478512
624.444444,9,65.531647
577.666667,12,65.594561
742.533333,12,65.66518
635.444444,9,65.723946
660.333333,10,65.780607
742.611111,9,65.826868
658.777778,9,65.879043
739.466667,12,65.953602
735.066667,12,66.020974
582.272727,11,66.094793
624.666667,10,66.157709
642.444444,9,66.209864
719.944444,9,66.263841
661.333333,10,66.321676
682.777778,9,66.372804
657.166667,8,66.416487
691.809524,7,66.459146
639.939394,11,66.518692
735.642857,7,66.558059
627.111111,9,66.607712
676.777778,9,66.660372
628.777778,9,66.711332
619.333333,12,66.776442
581.166667,12,66.842093
607.707692,13,66.919482
743.277778,9,66.972273
610.777778,9,67.023373
778.0,6,67.058243
734.6,12,67.125311
625.777778,9,67.176921
693.111111,9,67.228312
652.111111,9,67.2773
752.311111,9,67.324458
724.0,12,67.396191
693.172727,11,67.456539
631.611111,9,67.507565
737.606061,11,67.571031
630.833333,10,67.632287
656.111111,9,67.698799
838.333333,6,67.729825
590.777778,9,67.779634
576.777778,9,67.83485
629.777778,9,67.883993
697.006061,11,67.952525
565.777778,9,68.001311
791.333333,6,68.037727
740.444444,9,68.082681
738.507692,13,68.157453
748.0,6,68.189665
729.311111,9,68.239631
711.342857,7,68.277092
741.939394,11,68.346042
698.166667,8,68.387211
783.0,12,68.45823
679.111111,9,68.503305
782.277778,9,68.556206
775.058824,17,68.661947
585.307692,13,68.735433
735.0,8,68.783944
664.111111,9,68.836988
574.777778,9,68.884844
703.47619,7,68.928976
707.577778,9,68.986481
713.539394,11,69.050371
590.333333,10,69.133964
650.444444,9,69.18826
651.444444,9,69.236443
692.872727,11,69.30479
802.333333,6,69.338061
718.966667,15,69.426726
682.833333,8,69.47081
668.833333,12,69.543477
620.0,12,69.607895
644.611111,9,69.658797
667.106061,11,69.719504
695.444444,9,69.767484
697.272727,11,69.82867
586.333333,12,69.899912
663.444444,9,69.944835
685.272727,11,70.010615
674.333333,10,70.067744
784.444444,9,70.116875
735.333333,12,70.187093
645.472727,11,70.24965
638.944444,9,70.301006
645.071429,14,70.379015
681.672727,11,70.438953
681.111111,9,70.491833
784.111111,9,70.542391
714.8,12,70.614216
717.138095,14,70.718558
639.777778,9,70.762167
587.374359,13,70.836785
689.666667,10,70.890908
706.777778,9,70.939681
640.5,12,71.003997
721.777778,9,71.055377
609.111111,9,71.10847
693.277778,9,71.159212
757.244444,9,71.206622
658.638095,14,71.28965
684.583333,16,71.379961
662.939394,11,71.442694
729.772727,11,71.509235
644.106061,11,71.571896
614.822222,18,71.672833
711.444444,9,71.720511
714.277778,9,71.771853
662.333333,12,71.844785
670.5,10,71.9049
674.2,12,71.971758
627.416667,16,72.058488
748.9,12,72.129295
732.111111,9,72.190538
720.511111,9,72.247339
713.777778,9,72.302614
690.611111,9,72.357103
797.666667,6,72.390781
803.333333,6,72.422824
711.277778,9,72.474699
753.444444,9,72.524614
742.111111,9,72.579271
711.111111,9,72.623555
705.166667,8,72.671445
782.838095,14,72.752202
616.0,10,72.807911
706.666667,10,72.863482
687.0,12,72.923838
783.609524,7,72.96842
670.777778,9,73.014934
662.444444,9,73.062442
699.444444,9,73.113394
697.833333,8,73.16228
709.444444,9,73.207823
682.833333,8,73.255623
705.777778,9,73.309869
686.177778,9,73.365884
706.872727,11,73.423466
803.666667,6,73.454573
716.444444,9,73.506081
775.333333,12,73.570045
634.277778,9,73.622232
624.444444,9,73.673208
676.833333,10,73.755119
692.344444,9,73.812107
606.106061,11,73.872843
627.666667,15,73.954316
738.444444,9,74.004799
658.474359,13,74.072558
806.439394,11,74.138684
678.444444,9,74.194494
672.433333,8,74.241639
663.166667,8,74.284351
800.0,6,74.321495
707.277778,9,74.369956
706.277778,9,74.424978
719.977778,9,74.479741
622.606061,11,74.538188
673.606061,11,74.598633
684.266667,12,74.66697
649.807692,13,74.739754
708.5,8,74.78752
678.8,12,74.85558
712.142857,7,74.896113
778.87619,7,74.935839
682.666667,10,74.99242
608.238095,14,75.07436
639.939394,11,75.151901
640.444444,9,75.207942
619.444444,9,75.257847
659.939394,11,75.316668
704.444444,9,75.36578
643.5,8,75.405486
730.033333,8,75.454804
668.0,10,75.5096
679.333333,10,75.565544
717.438095,14,75.644849
662.272727,11,75.704798
576.333333,12,75.769713
671.111111,9,75.821846
690.777778,9,75.870407
634.444444,9,75.919377
637.833333,12,75.981019
746.47619,7,76.021718
631.444444,9,76.065611
705.111111,9,76.116808
703.666667,8,76.162406
648.166667,10,76.214624
662.939394,11,76.272304
685.777778,9,76.321005
747.142857,7,76.359306
695.939394,11,76.417198
680.611111,9,76.468242
665.777778,9,76.519337
706.611111,9,76.57092
708.444444,9,76.635074
744.944444,9,76.690448
786.666667,6,76.728747
686.9,8,76.769154
588.0,12,76.840988
613.272727,11,76.899533
556.666667,12,76.963013
601.571429,14,77.040956
730.238095,14,77.120018
635.111111,9,77.171719
609.106061,11,77.235976
749.944444,9,77.2858
557.166667,10,77.339589
759.142857,7,77.379599
689.333333,12,77.443183
607.0,10,77.500228
637.0,10,77.555354
641.939394,11,77.62416
609.666667,12,77.688485
639.072727,11,77.749418
670.666667,20,77.8618
649.277778,9,77.914981
655.777778,9,77.96703
743.777778,9,78.025572
623.611111,9,78.088682
677.444444,9,78.138281
662.833333,12,78.206922
718.166667,8,78.25119
611.5,10,78.310632
656.166667,12,78.3793
700.5,8,78.418546
752.809524,7,78.459627
701.777778,9,78.505833
699.833333,8,78.554374
609.444444,9,78.604122
572.777778,9,78.653821
681.166667,8,78.698831
579.333333,12,78.769477
827.333333,6,78.80381
753.311111,9,78.861388
632.666667,10,78.91635
672.777778,9,78.964548
651.111111,9,79.015219
650.777778,9,79.064083
710.333333,10,79.119714
703.833333,8,79.166162
810.666667,6,79.199064
684.833333,8,79.242494
678.777778,9,79.29865
746.111111,9,79.349704
706.333333,10,79.405472
814.377778,9,79.454539
703.577778,9,79.503483
724.5,8,79.558356
658.777778,9,79.61522
696.5,8,79.661107
658.777778,9,79.70816
713.666667,6,79.752692
513.333333,12,79.824756
686.633333,8,79.878182
662.777778,9,79.933692
653.777778,9,79.990412
778.666667,6,80.025789
720.3,12,80.113379
629.444444,9,80.171674
670.5,8,80.218001
703.5,8,80.270853
670.166667,8,80.318168
718.5,8,80.368121
644.111111,9,80.418892
559.777778,9,80.469421
627.777778,9,80.518551
655.777778,9,80.571835
746.0,6,80.604205
690.809524,7,80.649235
635.833333,8,80.690572
687.439394,11,80.757
654.277778,9,80.807611
728.809524,7,80.850138
651.833333,8,80.893075
684.777778,9,80.946005
563.777778,9,80.995212
604.444444,9,81.046374
624.166667,12,81.110249
727.833333,8,81.159191
651.777778,9,81.223577
643.444444,9,81.267468
671.277778,9,81.317376
727.142857,7,81.360481
667.777778,9,81.409494
653.5,8,81.461145
643.111111,9,81.518114
582.111111,9,81.576132
633.444444,9,81.628258
658.833333,8,81.681274
628.444444,9,81.783416
650.0,10,81.86594
668.8,12,81.944963
616.777778,9,81.997348
742.111111,9,82.054625
642.444444,9,82.114146
747.333333,6,82.153869
636.444444,9,82.205509
629.777778,9,82.253752
638.777778,9,82.30726
687.833333,8,82.354428
662.777778,9,82.411893
641.444444,9,82.459968
585.777778,9,82.515078
684.111111,9,82.568954
617.444444,9,82.632836
689.044444,9,82.699479
576.777778,9,82.745191
677.5,8,82.795423
628.166667,12,82.860837
674.833333,8,82.908718
624.111111,9,82.966453
648.777778,9,83.024897
692.777778,9,83.07366
639.111111,9,83.128024
675.166667,12,83.20978
635.939394,11,83.271886
559.777778,9,83.323768
707.5,8,83.366918
605.111111,9,83.417913
707.833333,8,83.468207
637.833333,8,83.513474
647.444444,9,83.563034
666.111111,9,83.618639
716.5,8,83.662251
692.5,8,83.711867
707.166667,8,83.759486
669.641026,13,83.833842
634.444444,9,83.890149
526.666667,12,83.958045
603.111111,9,84.012848
