#{"t_start": 1742888363.1492255, "env_id": "None"}
r,l,t
754.65671,11,161.898172
899.142124,22,162.077211
814.406569,20,162.235766
729.875835,9,162.310211
711.455805,8,162.37433
1078.653887,17,162.522363
800.484666,24,162.703406
835.425577,10,162.795424
821.97672,13,162.90767
540.293704,11,162.979686
768.214438,16,163.101813
860.876751,13,163.215838
763.78192,8,163.296856
908.73346,9,163.37808
677.337931,11,163.46586
621.207532,23,163.641145
781.323865,6,163.696157
813.570747,9,163.769173
593.394634,18,163.91298
930.718117,22,164.091087
714.186211,9,164.168104
1075.562872,11,164.276129
936.762348,22,164.457869
834.244416,12,164.564894
735.398983,13,164.664914
822.936591,22,164.856124
649.487141,29,165.085985
1015.831058,16,165.220894
880.599322,4,165.253962
1094.894348,11,165.350805
763.307546,6,165.403819
1002.421468,13,165.523504
658.332249,18,165.668536
829.186137,20,165.831573
1189.079982,21,166.02234
739.342623,11,166.106318
864.856449,18,166.265654
649.803335,8,166.324669
719.989567,7,166.383403
673.549319,20,166.545202
591.16347,10,166.618175
786.766442,15,166.738202
1079.713542,3,166.765209
661.823219,8,166.826221
830.446174,5,166.868231
745.659477,10,166.954636
732.397461,9,167.023651
680.878145,12,167.121359
929.983811,12,167.234658
1174.745444,15,167.378591
716.157852,7,167.433603
1184.161733,14,167.567632
700.352005,8,167.644763
790.308492,18,167.797137
799.1438,5,167.841147
869.902517,18,167.997283
702.363367,12,168.100438
714.660674,20,168.254623
795.835548,16,168.386653
822.028506,11,168.480203
850.125247,6,168.533215
992.917621,23,168.732121
729.692753,6,168.781131
877.724643,11,168.874152
956.603635,15,169.010717
934.827898,17,169.165809
697.554985,13,169.266125
798.44211,21,169.438415
968.869084,18,169.587005
851.309048,7,169.648019
755.301545,9,169.720035
711.672781,17,169.850456
971.335307,18,170.001489
854.156764,13,170.111048
685.411134,8,170.173063
720.461938,13,170.278
821.380391,13,170.385024
817.306882,16,170.518054
849.588384,4,170.556063
716.755351,13,170.68009
907.82594,18,170.823284
1211.258654,21,171.018143
678.053725,19,171.170724
794.37857,8,171.239738
989.732703,16,171.37375
1004.155384,16,171.514782
695.040882,16,171.639081
645.693167,21,171.799117
962.081673,10,171.89806
779.887445,15,172.018086
673.094769,8,172.093103
745.817292,14,172.204128
845.735888,11,172.301149
1031.338362,19,172.45892
1021.700493,22,172.627957
704.324451,11,172.719978
777.185289,14,172.840452
671.03506,13,172.93459
874.046458,12,173.043357
753.832534,18,173.179386
759.171874,14,173.294411
809.082433,10,173.378432
678.829553,10,173.456409
701.271286,7,173.524427
793.40456,9,173.612531
982.257447,12,173.732367
1052.440437,14,173.860054
667.347026,13,173.961078
745.380737,6,174.010421
711.516344,18,174.150511
781.489437,14,174.261831
820.05519,9,174.343485
557.091109,18,174.476794
687.351412,17,174.613274
781.654116,16,174.733301
880.939864,9,174.814103
758.250376,9,174.886119
1043.38102,13,175.012713
725.772142,19,175.18206
926.185788,13,175.288228
733.683019,13,175.398254
968.519254,24,175.602772
750.396607,14,175.723417
1119.973343,25,175.924464
1142.782477,24,176.131517
884.59564,12,176.234541
783.214097,15,176.356938
747.305429,10,176.440956
995.442785,21,176.618863
855.79855,12,176.729331
687.241319,10,176.807415
867.935771,11,176.911437
656.089358,10,176.998
876.598336,16,177.136032
820.880347,15,177.259035
958.550053,27,177.466132
849.188019,9,177.54215
840.206685,16,177.679675
922.979744,12,177.791474
810.46452,20,177.952061
750.039862,15,178.078089
824.390695,13,178.195116
758.503088,8,178.261968
811.818845,8,178.331983
797.8141,6,178.384996
626.077743,13,178.483018
811.956684,8,178.557033
686.079513,7,180.769905
1546.429892,36,181.086385
1004.335237,12,181.184443
743.907768,12,181.27578
832.00857,10,181.357991
796.373256,5,181.398412
684.53822,9,181.465807
653.125965,9,181.536334
900.304923,20,181.703139
880.942481,13,181.819576
762.208874,14,181.934312
830.036455,17,182.082175
680.427173,9,182.156744
813.9479,18,182.302744
933.497089,15,182.430204
801.531241,13,182.536924
1300.932718,24,182.750468
704.305085,12,182.842724
737.342808,7,182.899507
691.482761,13,183.00732
783.444137,25,183.198429
698.038817,16,183.341654
867.007141,16,183.473056
717.027481,7,183.534975
747.021621,10,183.617804
644.969846,10,183.698204
849.843266,7,183.763529
901.943163,9,183.834452
657.623297,19,183.981465
637.342099,12,184.073529
995.985231,33,184.332285
1042.628034,12,184.447976
1238.54121,35,184.742283
782.462968,6,184.798819
969.623466,15,184.937095
1117.788486,16,185.087075
773.730734,6,185.131072
643.327555,8,185.192999
655.271083,8,185.257587
1218.443653,32,185.517163
686.940411,7,185.572344
1004.416881,9,185.655682
742.130613,12,185.754413
772.63772,18,185.897566
869.558589,8,185.970146
674.389494,13,186.067702
794.674537,17,186.21593
1041.974229,19,186.40131
937.225899,20,186.562192
1143.535279,17,186.720393
745.489873,17,186.855192
998.070159,21,187.029615
1140.303115,23,187.228826
736.226537,14,187.342267
744.693413,11,187.441312
808.625634,18,187.576535
678.422611,10,187.6538
687.944114,12,187.768046
782.265307,13,187.872372
956.146528,23,188.059685
689.749665,18,188.203681
825.716666,5,188.24771
705.377179,8,188.313778
1002.137183,25,188.51699
893.838412,28,188.723151
923.118639,4,188.759412
768.297229,8,188.83028
678.368954,21,188.989669
801.15084,10,189.071531
947.699586,15,189.225885
914.486463,13,189.336844
704.900447,8,189.412853
1024.579338,25,189.618726
752.92236,13,189.720803
1180.961719,20,189.893189
801.634022,8,189.961143
751.525234,12,190.051961
1060.116839,36,190.334205
646.341462,12,190.424607
640.218006,8,190.483164
638.306201,17,190.636216
1133.989099,19,190.808716
683.566633,12,190.914401
954.95248,17,191.063299
914.542123,9,191.139938
810.291468,21,191.30052
805.024163,21,191.462147
912.411373,9,191.545433
749.255432,8,191.620112
784.209455,18,191.764128
827.300576,6,191.817025
648.546399,10,191.899362
642.687845,15,192.031506
952.672511,14,192.152604
864.709804,16,192.287576
850.579376,13,192.405129
900.594716,9,192.478595
903.01215,22,192.652198
796.190267,13,192.768678
752.326299,13,192.869683
990.081125,16,193.010489
967.589491,25,193.208957
1258.527604,20,193.394055
1048.032302,22,193.591778
960.467863,7,193.654831
776.465824,14,193.773505
1284.175373,14,193.906734
745.528458,10,193.995705
1291.628517,49,194.369174
658.49799,14,194.475268
734.316508,16,194.596427
588.436154,15,194.714265
762.948623,20,194.92046
651.072715,9,195.000343
974.3188,16,195.162808
872.381479,14,195.284706
561.432301,19,195.422876
763.547548,18,195.568937
829.729016,19,195.733466
962.538767,25,195.920542
1061.516662,25,196.125793
1017.153591,8,196.201918
609.742436,9,196.270803
931.078964,14,196.381103
752.261845,10,196.462565
1161.614436,15,196.602809
834.117751,37,196.890988
1044.298724,20,197.058604
945.751084,4,197.098173
890.144938,16,197.232809
994.654062,23,197.426055
686.081824,15,197.538742
985.947323,19,197.70946
825.563778,17,200.042392
852.974732,13,200.164625
1024.041212,21,200.337056
778.916721,10,200.419325
909.623152,5,200.459334
806.88538,6,200.526015
606.278471,7,200.586029
1086.575692,27,200.822953
675.784439,12,200.918974
768.502439,15,201.039546
1458.386753,2,201.059555
1297.678435,28,201.30361
787.000848,13,201.408681
727.24585,24,201.604282
967.337836,24,201.808459
685.736869,17,201.943489
617.390867,26,202.16256
865.948485,13,202.279685
803.853593,10,202.364704
705.040258,12,202.465982
1029.517198,13,202.580832
544.615159,18,202.715738
969.700043,17,202.863844
735.736506,16,202.98759
716.631268,13,203.088176
1074.900446,17,203.25069
903.869355,17,203.381718
899.696927,9,203.467466
750.434559,16,203.598671
1416.691219,36,203.90619
738.794911,7,203.961841
1130.840038,26,204.17187
777.989889,14,204.284448
901.458789,19,204.439481
996.589623,25,204.646026
841.802743,14,204.76458
1091.3022,24,204.961885
788.476191,17,205.114901
1036.374731,14,205.256274
663.064027,19,205.401798
1605.160495,30,205.659295
947.47926,8,205.731014
792.806505,22,205.898963
1197.932534,27,206.115145
608.031636,16,206.234312
712.325836,10,206.30622
626.593866,10,206.38075
937.739196,23,206.572044
685.151685,14,206.678746
864.513812,11,206.779855
590.5778,11,206.870655
961.491315,10,206.959972
804.068918,8,207.023415
601.51061,14,207.130359
765.729113,15,207.249106
797.939046,7,207.304199
874.325973,6,207.356125
809.404241,8,207.422768
1078.990316,3,207.451435
1180.757731,26,207.670729
821.401109,8,207.734246
729.422856,11,207.824311
860.565601,12,207.928541
658.674328,8,207.986285
774.052176,17,208.136133
799.408315,14,208.263778
848.249065,15,208.380006
822.155289,13,208.491745
662.59364,16,208.620353
909.249684,13,208.730967
923.841868,12,208.830825
524.859083,12,208.924821
822.789664,22,209.098579
733.552164,7,209.153766
847.921066,14,209.270076
654.612109,9,209.347507
966.243378,10,209.440381
962.391031,20,209.614186
987.766601,15,209.747292
639.133706,17,209.881564
1186.306977,21,210.053515
1017.638119,15,210.183599
858.944324,15,210.299113
1212.604252,27,210.531407
914.326269,5,210.575399
724.652225,11,210.659564
762.748728,14,210.766564
715.868125,18,210.909137
716.018685,10,210.995792
887.259211,17,211.149761
851.785214,12,211.257481
775.839552,10,211.348909
649.3776,9,211.420408
1013.702678,11,211.523971
615.408356,11,211.608237
1301.646476,23,211.803687
869.740233,9,211.887891
747.732789,15,212.014195
913.539824,21,212.19236
669.830764,14,212.2979
677.213744,12,212.392342
1000.431435,13,212.499235
871.508674,12,212.621601
978.465248,16,212.77266
716.087911,10,212.859983
755.110575,17,212.998104
818.618543,24,213.190069
829.101323,5,213.22991
987.982637,25,213.434298
1044.008413,18,213.583428
974.775267,23,213.780467
874.736301,5,213.826393
728.548075,8,213.886244
806.46886,14,214.006843
1061.660918,19,214.189862
849.886718,22,214.376921
685.677582,6,214.418385
794.930375,14,214.534867
832.627543,14,214.650859
754.865427,27,214.861269
802.020299,10,214.939595
810.667831,14,215.055285
1044.474844,30,215.267108
986.521138,19,215.42656
995.709541,18,215.594255
1201.730162,36,215.89307
805.764652,12,215.997049
876.843218,9,216.076438
613.990293,15,216.180277
712.326409,13,216.284458
654.376193,12,216.379486
669.166178,13,216.486852
1049.633148,11,216.592088
1047.717465,3,216.620049
849.367099,9,216.697823
791.540809,10,216.787775
853.403932,13,216.894179
915.687005,12,217.006283
616.312706,9,217.081107
1016.713504,24,219.309568
775.877889,6,219.365582
792.749751,16,219.49061
746.651906,9,219.553781
877.666865,8,219.625796
746.894082,11,219.713815
977.136241,20,219.891885
919.738216,13,220.01334
1082.258396,14,220.146477
618.401987,10,220.219494
1048.911476,26,220.441181
510.013775,18,220.583213
704.688145,8,220.642672
906.984384,16,220.773773
638.575404,11,220.861792
1032.103338,12,220.977334
819.503797,16,221.115452
738.016425,11,221.20827
972.412389,16,221.348302
942.027288,11,221.454552
687.353203,12,221.547132
875.912394,10,221.627151
767.968388,8,221.693508
711.512282,13,221.794771
1121.318561,21,221.966809
740.786214,19,222.12504
1013.647752,17,222.267549
1067.887473,28,222.499601
811.773023,5,222.54061
583.741686,14,222.647081
973.788277,13,222.769346
927.049616,19,222.923381
781.191299,9,223.001336
893.498482,11,223.091355
801.307305,12,223.191926
950.653149,6,223.244939
575.765549,11,223.326829
824.559431,25,223.520462
695.955625,11,223.625232
684.125311,9,223.703425
978.538667,32,223.946581
667.033421,8,224.014596
693.31521,13,224.115618
714.864163,20,224.271654
840.638571,13,224.386532
1081.761092,26,224.594579
962.044085,16,224.727675
825.913983,6,224.779031
853.375333,10,224.863961
1059.133532,16,224.999991
729.819106,10,225.092013
913.159624,4,225.131595
582.803751,13,225.229617
741.381033,16,225.381637
858.485503,23,225.577184
632.677058,14,225.683097
781.75348,14,225.803124
872.44676,8,225.874006
881.017247,12,225.982591
910.958379,20,226.152631
921.445905,10,226.243651
760.358576,12,226.342673
883.550212,19,226.504081
986.814036,16,226.663084
1061.067786,15,226.797114
684.487842,11,226.881132
783.944474,9,226.95615
691.950145,18,227.093582
1124.020537,13,227.211146
726.689228,10,227.294165
680.353877,8,227.350627
1050.512989,12,227.45865
625.957103,8,227.520345
1239.45948,18,227.680355
713.543233,10,227.759181
713.753272,10,227.842297
856.543264,9,227.924315
742.861973,17,228.058298
662.7421,11,228.173726
692.048141,9,228.25084
807.197436,8,228.325856
661.947708,12,228.418877
799.140404,10,228.500896
903.491325,9,228.58148
804.240275,15,228.716794
664.406815,25,228.906381
786.154669,16,229.041411
832.265251,13,229.158833
965.983427,16,229.293863
786.705277,17,229.435895
801.404965,6,229.485315
751.099919,9,229.557312
861.052443,5,229.602691
726.37452,7,229.663359
864.214752,11,229.772242
830.112858,15,229.897269
649.635174,10,229.982289
879.004955,19,230.133373
835.846351,11,230.234134
695.035607,14,230.346159
728.872862,7,230.397169
799.872596,15,230.521198
722.677,15,230.645868
838.748176,8,230.722173
1210.459845,16,230.882087
857.963441,15,231.004115
932.392174,12,231.112677
945.046904,12,231.24092
1123.858719,21,231.435964
655.189498,9,231.512108
1588.146278,31,231.779921
1159.783759,14,231.911016
931.761417,12,232.018039
811.822249,13,232.126064
795.939847,31,232.361834
508.284038,10,232.439432
981.133661,14,232.56746
745.897273,12,232.665482
867.356927,15,232.805647
773.492455,17,232.950348
903.955133,12,233.059374
811.707133,18,233.208937
758.770354,9,233.281857
984.154077,20,233.450413
689.279387,12,233.544755
790.742825,13,233.651779
1118.030235,18,233.811308
657.765631,14,233.912162
909.117082,14,234.025188
712.044396,12,234.12521
988.895359,17,234.281244
659.0966,8,234.34826
938.840904,13,234.464139
825.616235,7,234.533104
882.930496,6,234.589728
800.583505,10,234.676748
705.408111,11,234.767768
818.651713,12,234.87079
872.039773,7,234.936661
842.28005,39,235.238462
701.050523,10,235.321288
906.518511,16,235.470279
888.336008,21,235.645953
706.618298,10,235.726969
653.567642,27,235.951221
1017.188016,20,236.128071
920.872505,12,236.240141
911.130139,18,236.410453
1184.557339,25,238.924991
742.849274,10,239.023012
811.756516,7,239.085027
728.791279,11,239.180399
902.99695,7,239.250046
914.673923,12,239.35707
662.132997,13,239.466094
1005.100483,9,239.564998
688.070654,9,239.663697
767.751731,10,239.755729
756.413711,16,239.896909
863.449822,17,240.038895
832.720084,15,240.173303
763.355569,13,240.290877
759.374398,7,240.355839
1041.187003,15,240.492792
1260.719676,23,240.712659
1000.898345,17,240.856437
785.928347,16,240.985719
865.837143,11,241.085656
718.647754,12,241.189694
706.379179,15,241.338544
689.161826,13,241.446259
888.670695,13,241.561998
831.238307,7,241.635377
1093.36072,23,241.841523
856.757967,4,241.878394
851.889314,22,242.056625
995.030609,11,242.164697
634.777732,12,242.257059
885.766595,17,242.412612
970.402827,8,242.494465
800.18997,18,242.643136
673.871465,22,242.825336
1262.30273,21,243.020241
577.836351,10,243.095597
690.575248,10,243.180864
832.019721,17,243.324165
629.451298,10,243.405123
807.52452,13,243.51827
806.080871,14,243.637937
1352.206428,21,243.839927
855.594969,20,244.016975
821.088397,29,244.26097
1003.049774,24,244.463288
919.247082,11,244.575991
824.816539,8,244.648233
1016.316571,23,244.854023
751.097076,24,245.044969
1218.596764,33,245.325118
917.526984,15,245.467676
569.223189,14,245.584501
1106.294517,24,245.808054
930.369547,14,245.947623
722.188893,10,246.032361
894.718674,12,246.143881
952.817543,12,246.262619
883.449036,11,246.37023
1030.064888,15,246.503486
793.746155,13,246.617592
850.756928,26,246.834818
719.532531,12,246.934509
913.684842,15,247.073961
774.675564,11,247.17089
724.350365,10,247.25721
758.403015,17,247.40146
965.522366,17,247.560965
899.229303,19,247.727499
756.718679,13,247.838299
990.865485,29,248.075586
756.248508,9,248.159006
867.088634,16,248.298942
657.115016,14,248.415435
714.248484,24,248.606369
763.231175,12,248.711531
717.624461,9,248.848657
824.513969,14,248.994762
881.02057,13,249.118292
924.269509,16,249.263528
740.150247,9,249.34578
700.817821,13,249.452497
1018.423592,14,249.594444
734.409562,8,249.662087
836.811756,14,249.78668
985.671064,14,249.920156
730.074235,13,250.028606
918.614206,21,250.209003
1209.432535,20,250.396188
844.923436,5,250.437661
777.902584,25,250.66295
706.12518,8,250.725328
748.030909,8,250.798627
763.278851,7,250.857437
841.474833,17,251.007925
652.566639,9,251.076488
748.045741,23,251.265493
842.45876,23,251.453763
923.084479,4,251.489362
813.111828,12,251.593867
921.501699,25,251.797685
886.639585,8,251.878204
673.967557,9,251.958413
702.546349,13,252.083949
890.587048,24,252.291479
971.566472,4,252.332768
822.75544,11,252.43416
1031.875796,26,252.658206
907.380868,21,252.844478
667.805084,13,252.96066
857.638903,5,253.003341
1062.467667,18,253.165869
748.064028,19,253.323848
792.081568,15,253.458549
789.512445,24,253.673695
689.015278,9,253.751123
911.946419,12,253.865711
1167.040391,22,254.054462
955.214456,28,254.292838
807.155727,14,254.413625
788.394273,14,254.542586
881.343922,11,254.644754
979.56662,29,254.889532
878.180425,12,255.022146
1026.346493,17,255.172234
724.241479,11,255.26413
689.48667,16,255.392431
939.012806,20,255.578106
811.542788,14,255.703466
679.063733,9,255.783548
799.952121,8,255.859941
941.790537,8,255.935743
779.791642,10,256.022976
635.664918,7,256.084647
870.739922,19,256.242081
1014.78381,8,256.321889
593.48975,20,256.482535
714.685409,21,256.664244
1078.972034,11,256.781448
800.255411,7,256.840006
680.916133,12,256.942036
671.301423,11,259.421926
834.634817,14,259.584963
639.970041,11,259.687172
709.539924,15,259.813104
745.145563,16,259.956108
720.374148,18,260.109142
828.750294,14,260.238726
647.895694,13,260.351751
689.973491,8,260.436269
941.689729,10,260.538826
795.507478,12,260.646842
853.392337,14,260.780111
999.866054,19,260.952452
829.183944,20,261.13318
808.631498,16,261.273995
777.784196,15,261.411021
713.558377,9,261.498323
817.639698,16,261.637738
800.425086,7,261.702471
734.361189,7,261.763994
667.371812,10,261.852201
741.801547,10,261.943984
1005.686734,18,262.126462
1148.144314,11,262.237444
830.578609,14,262.361701
647.290876,13,262.471011
1189.398297,17,262.636211
805.520203,16,262.775276
908.783548,13,262.882464
886.041331,12,262.990872
1013.508665,9,263.081662
854.539738,9,263.160481
1174.455727,19,263.324925
787.960537,13,263.435074
704.880113,13,263.569064
954.75578,16,263.730077
796.564567,9,263.81022
583.36854,9,263.88405
762.63833,9,263.964208
911.003922,11,264.064182
992.850789,27,264.278656
982.606178,14,264.394271
894.08386,12,264.500201
776.936762,21,264.666887
668.73477,16,264.78554
638.814557,8,264.846179
754.852655,17,264.982461
571.589638,12,265.091058
906.563534,21,265.269732
826.948739,11,265.365532
974.993962,6,265.421087
777.643861,10,265.502898
890.055962,18,265.648787
794.900185,9,265.734405
1068.614531,11,265.838906
1049.061079,18,266.000892
835.915908,25,266.202108
895.32873,10,266.297775
671.091575,29,266.518186
710.150692,12,266.636843
867.795742,34,266.919811
989.716317,14,267.056005
618.127642,16,267.194517
726.10754,13,267.301546
844.00169,5,267.344397
996.287205,17,267.494494
859.222074,10,267.590397
777.802613,12,267.690282
865.612139,33,267.954725
811.620156,5,268.003749
752.747206,21,268.188539
1026.69637,21,268.377419
1085.394629,17,268.532276
1101.535968,20,268.713577
876.589873,12,268.829193
745.266786,16,268.979301
861.577963,15,269.121095
976.49127,13,269.247009
1344.491178,20,269.442594
740.849625,8,269.514483
719.200427,15,269.647622
706.322083,7,269.712206
695.725941,15,269.83742
1048.509174,24,270.062129
770.152686,13,270.174901
634.335474,10,270.251262
921.560156,23,270.448734
854.035558,10,270.543218
813.522461,21,270.715877
872.893733,24,270.934812
884.651611,10,271.040323
796.119822,15,271.17234
638.018443,17,271.309671
913.286234,16,271.451675
1064.27888,11,271.566992
894.140206,7,271.632319
886.072719,12,271.745441
602.454243,7,271.797781
1028.334395,18,271.969302
724.303167,8,272.038865
856.940342,11,272.144682
830.066535,19,272.305833
887.602367,9,272.394661
1048.708762,12,272.510794
658.082713,10,272.617071
992.392063,19,272.794032
870.167,11,272.896514
962.566977,32,273.157961
651.515544,12,273.258184
735.967129,7,273.321691
885.980079,13,273.437322
676.120215,9,273.514758
673.818038,7,273.569571
984.182194,22,273.761237
614.185746,10,273.844012
761.841175,11,273.940058
871.279227,11,274.055938
803.175479,15,274.194922
873.733221,13,274.313519
849.191164,14,274.445844
738.861512,14,274.566605
1007.999551,32,274.841978
574.355323,9,274.91555
925.388024,11,275.023929
724.561697,14,275.146688
1194.467089,20,275.333553
615.041662,15,275.45908
590.976356,13,275.584122
972.097158,18,275.742687
840.902885,9,275.825714
1018.987865,13,275.96437
564.875376,9,276.040361
867.983891,15,276.187048
1100.076201,22,276.370442
566.846825,12,276.465392
729.036284,14,276.584435
849.950803,21,276.761986
887.965321,10,276.858911
990.832937,20,277.041243
841.868788,13,277.156824
653.163376,7,277.216188
842.482775,14,277.342006
779.738459,18,277.497162
852.992853,12,277.607602
666.590428,15,280.150902
892.282143,17,280.317628
763.295934,12,280.421388
811.18118,7,280.4804
753.283156,16,280.610101
1089.879136,16,280.754234
671.266485,13,280.87026
1041.297843,13,280.999728
843.843143,14,281.128011
636.587817,17,281.266042
730.092117,15,281.389679
765.120181,12,281.485602
784.105428,9,281.566933
1149.774713,17,281.74292
826.361951,17,281.887196
657.535549,13,282.004674
757.781517,17,282.14636
630.326681,15,282.279556
651.022587,7,282.335216
884.15413,29,282.590255
680.085642,16,282.721168
945.463747,27,282.960436
1039.097891,24,283.168435
779.362859,9,283.25397
938.64323,24,283.459704
1059.604534,13,283.591831
702.589976,12,283.686766
776.478851,8,283.757492
834.841226,5,283.80553
1276.365989,17,283.985643
749.597717,13,284.114544
653.019978,11,284.216203
890.333784,8,284.298786
885.397373,12,284.412697
1101.394841,20,284.590799
816.384047,14,284.719625
628.181525,12,284.820171
785.026828,11,284.920756
801.608974,9,285.002417
896.052476,18,285.157132
1059.117637,17,285.329139
665.175133,13,285.430184
850.657696,22,285.61748
994.295111,23,285.848689
975.47435,13,285.983179
867.320536,13,286.097544
979.991382,12,286.224214
1076.884052,20,286.41047
918.345589,12,286.529709
706.856149,11,286.629757
896.93159,20,286.809351
889.352331,18,286.963355
1025.89435,15,287.109427
924.463507,15,287.25912
979.139411,23,287.461298
791.547172,13,287.575732
610.987937,13,287.679301
908.522295,7,287.753989
845.772545,16,287.893353
870.222609,11,287.995916
1027.464159,23,288.214116
673.484017,12,288.318059
932.727947,14,288.448333
802.497831,14,288.575387
916.84559,24,288.779051
766.338211,7,288.844026
696.584317,18,289.008753
794.814425,28,289.255537
795.823808,16,289.396578
735.272497,6,289.449319
897.487493,22,289.639657
729.985549,10,289.725034
870.061882,10,289.814098
1155.537401,28,290.050563
1071.22204,3,290.083057
674.617339,10,290.164979
639.495053,14,290.280398
631.266364,17,290.412773
896.318231,8,290.506023
835.895087,13,290.619727
1075.073707,17,290.78033
781.007589,21,290.937189
630.8911,13,291.042309
1258.231622,13,291.171471
716.7925,8,291.234101
940.952016,7,291.291094
1003.853388,8,291.370395
677.752447,10,291.45164
793.264357,14,291.565269
879.478948,11,291.667363
740.311564,9,291.73895
800.273343,11,291.837044
854.319443,8,291.915246
972.127016,28,292.162516
914.090299,13,292.290812
745.539858,13,292.39436
689.385365,13,292.498312
929.709474,14,292.619953
756.628543,6,292.668961
1052.855985,7,292.741655
786.62844,14,292.857227
1061.327006,19,293.021855
816.048492,8,293.093689
779.63948,14,293.206149
826.038067,19,293.364176
789.356099,15,293.504144
1019.401784,13,293.619721
815.007043,9,293.695228
632.907201,10,293.77611
799.391879,9,293.856988
802.542801,12,293.960607
1051.213786,27,294.178448
891.541633,16,294.307935
1465.515463,23,294.517391
657.504214,7,294.573253
701.809356,18,294.71632
805.332557,9,294.800833
787.717832,14,294.930928
758.528037,14,295.043462
1090.552225,20,295.23056
810.098342,6,295.283774
796.366614,13,295.399293
910.442462,17,295.548312
891.713613,9,295.631622
894.608844,10,295.72411
906.788331,9,295.80824
745.756211,8,295.87477
1089.455215,24,296.074867
700.091625,19,296.225804
705.20324,10,296.30413
831.048783,21,296.48133
765.153487,13,296.594959
696.660171,21,296.767788
792.79913,11,296.865362
1191.049509,19,297.040754
760.537812,8,297.104758
872.450418,19,297.27131
844.025097,14,297.38201
732.327069,14,297.493227
1424.867965,30,297.767128
750.086603,12,297.871001
756.651698,13,297.98903
914.398315,6,309.388333
765.800418,6,309.428245
775.091601,7,309.477155
1210.13519,3,309.499269
824.163793,6,309.538778
741.991418,9,309.59379
694.197856,9,309.653802
669.485969,9,309.714817
806.414189,6,309.752825
730.200957,8,309.803837
