#{"t_start": 1760355084.121781, "env_id": "None"}
r,l,t
587.783131,11,129.638368
894.732805,17,129.782024
719.885056,15,129.906992
810.885622,22,130.076606
549.467118,4,130.116615
583.452005,3,130.161985
555.355466,9,130.239227
726.769573,10,130.324824
441.175531,4,130.365872
570.218977,7,130.429816
875.887593,16,130.560719
779.259892,21,130.729407
861.297648,22,130.918752
537.063276,10,131.001001
741.3815,10,131.088219
873.732221,19,131.275308
639.326484,11,131.387821
807.995536,13,131.504607
869.232351,31,131.746683
577.07217,9,131.827235
659.70592,17,131.961267
564.210138,6,132.021843
566.04761,6,132.075163
521.300836,9,132.150467
715.868468,17,132.291034
520.851061,8,132.362096
830.156922,19,132.521748
546.994252,8,132.594387
639.674706,16,132.720932
622.854855,8,132.792257
979.204762,35,133.062487
785.601644,15,133.18385
1061.852309,34,133.442021
598.583301,9,133.511871
691.882245,15,133.652634
627.716167,8,133.722623
793.387088,13,133.837913
725.881954,8,133.917131
762.397955,18,134.062608
631.758641,14,134.180157
514.379937,6,134.233169
588.514645,7,134.291742
874.961208,21,134.455845
523.829613,8,134.529199
662.564693,16,134.653248
860.096204,18,134.837903
694.11071,14,134.963264
736.371502,16,135.094489
685.094913,13,135.202052
731.605798,11,135.307046
527.299684,7,135.363454
924.014002,22,135.533627
619.607959,12,135.63814
603.436654,10,135.726696
734.998282,12,135.824523
692.306313,15,135.963953
546.338705,7,136.051349
642.891627,9,136.144212
526.895607,7,136.217542
446.107967,7,136.282536
452.89976,4,136.338955
648.664848,9,136.439219
645.832152,12,136.549082
795.115441,12,136.668799
630.736317,13,136.777049
707.784885,18,136.936032
552.233456,6,136.994894
601.389259,12,137.100903
523.60601,11,137.222941
684.945398,6,137.291801
936.997241,22,137.471979
488.598695,6,137.523884
557.75486,13,137.62668
821.865059,16,137.757248
886.887172,19,137.909234
528.791692,7,137.967799
597.40695,8,138.038397
551.127187,6,138.093178
789.088071,24,138.275739
572.033717,7,138.332852
511.255883,9,138.40887
762.194057,20,138.579985
611.883826,10,138.662959
546.140912,10,138.743245
824.469889,21,138.908872
661.820461,9,138.987495
597.445274,11,139.075895
625.919831,6,139.136095
567.518012,9,139.208746
552.652092,7,139.271335
606.641437,13,139.370697
787.269993,12,139.480451
883.010732,19,139.635977
630.997044,10,139.721169
579.750498,6,139.782218
534.216102,9,139.859115
674.400554,12,139.960138
594.598287,10,140.041796
669.74804,14,140.162458
622.685231,7,140.221055
636.893524,14,140.335848
613.624701,6,140.391035
609.764855,7,140.453729
699.453305,13,140.554335
606.500815,11,140.642535
835.273945,17,140.785583
685.082061,10,140.871832
626.202489,9,140.945851
632.754895,15,141.077834
1004.719878,19,141.227734
685.400827,11,141.32068
916.212362,20,141.483104
584.489482,12,141.606004
602.653432,10,141.693282
739.486018,17,141.823581
752.698226,17,141.967424
549.804466,10,142.057045
678.715354,11,142.161746
508.460031,6,142.215552
593.978895,8,142.284041
1151.483219,28,142.507227
745.258534,16,142.634118
727.967047,17,142.768339
594.493645,10,142.848523
758.54869,13,142.957631
539.072554,10,143.038755
834.625391,17,143.180304
717.738454,18,143.342072
527.303862,7,143.404288
657.887324,9,143.482567
600.912983,13,143.588557
677.990591,21,143.748289
645.906178,7,143.807219
629.679664,10,143.892081
799.12583,10,143.982429
453.758439,6,144.035436
1194.928861,32,144.294406
655.791917,16,144.420657
576.012967,6,144.494617
771.703309,19,144.655539
639.256334,20,144.813801
641.100142,12,144.915887
834.339826,12,145.02144
603.669523,14,145.136101
622.526525,12,145.236258
665.359188,13,145.341038
557.980892,6,145.39869
745.27173,9,145.47426
702.585811,8,145.549663
475.526147,6,145.606514
787.979439,21,145.781862
494.236559,7,145.851895
827.813252,20,146.020484
886.352873,16,146.167986
691.19688,12,146.260354
668.879828,15,146.380039
543.390959,6,146.438052
532.740393,6,146.491607
719.159079,15,146.620258
748.363051,11,146.753617
488.834026,7,146.816849
551.964335,9,146.895474
840.746883,18,147.083512
567.444872,9,147.167293
766.003247,9,147.243714
577.33325,8,147.318704
788.099082,26,147.522591
616.030584,19,147.686115
512.185291,7,147.749844
660.486525,13,147.870511
802.04511,15,148.03251
755.576135,15,148.15607
510.6759,6,148.209726
503.348144,6,148.261749
676.170677,10,148.349637
933.026054,17,148.503563
724.344418,9,148.585689
671.571442,12,148.684841
596.920465,10,148.766188
545.651481,6,148.818209
684.592739,12,148.926494
831.116025,20,149.088661
555.318744,6,149.142156
607.360125,10,149.225016
641.160028,14,149.352666
716.91624,11,149.444536
482.303286,6,149.498261
608.598412,9,149.572931
524.565072,8,149.63851
985.157678,39,149.934431
532.816094,6,149.994443
732.714201,9,150.089411
811.833013,17,150.23991
562.583395,6,150.292211
508.072467,11,150.384258
751.287837,19,150.554862
809.386138,10,150.643056
626.582034,8,150.711863
682.634758,10,150.79247
494.254398,6,150.852778
466.369031,6,150.90577
855.966127,12,151.006738
600.651472,14,151.123355
720.914391,15,151.247895
753.960497,16,151.377233
575.991463,10,151.461489
605.534189,11,151.554829
839.197933,23,151.753548
555.610237,6,151.820206
936.628855,25,152.038619
692.640407,15,152.16403
594.074033,11,152.253441
602.660066,8,152.323256
1060.473336,24,152.518833
615.597227,10,152.59816
715.891288,16,152.73166
551.295345,6,152.786664
799.15516,13,152.911758
546.564722,12,153.01119
711.650379,11,153.112812
710.674622,16,153.258032
474.649442,6,153.311567
878.438177,21,153.473999
502.409257,8,153.545907
589.421498,8,153.614356
1022.199153,24,153.797886
471.690668,8,153.86835
717.408404,18,154.005133
596.282021,9,154.096757
837.209376,18,154.242904
526.328991,6,154.29465
648.007726,11,154.385197
779.262968,15,154.503869
749.871119,12,154.602944
590.302161,9,154.677832
675.545921,13,154.785674
644.024709,12,154.876125
637.049639,12,154.978712
596.923083,19,155.120057
865.522616,19,155.279812
1110.229921,25,155.485966
539.841757,8,155.554981
446.823484,6,155.607253
761.679629,10,155.692499
759.735311,18,155.838479
920.26887,22,156.010082
638.273007,12,156.10595
774.076177,15,156.2294
507.320665,7,156.293329
733.294694,26,156.496949
632.302042,12,156.604871
814.636606,15,156.731163
554.636876,10,156.811465
689.40075,11,156.906109
558.282697,7,156.978068
541.043858,9,157.068367
492.027685,8,157.134068
1044.187929,25,157.329196
576.474187,10,157.41931
602.874733,7,157.482964
609.05259,8,157.551547
772.208138,15,157.69347
816.865418,18,157.841752
560.272294,6,157.894371
670.039797,15,158.010758
1128.484481,25,158.212723
586.975052,18,158.367995
680.577152,11,158.470904
527.220188,8,158.543214
826.732233,17,158.678463
441.515928,8,158.748121
650.620229,8,158.830168
517.68159,6,158.885371
601.805622,9,158.965035
643.294433,15,159.084459
1066.355199,32,159.34222
1329.063251,33,159.606818
672.020818,14,159.717477
737.200265,12,159.813498
628.274247,13,159.917379
524.005321,6,159.968709
631.683877,10,160.073968
1084.553819,26,160.28198
597.138928,11,160.374153
632.44962,11,160.47115
520.097238,7,160.52883
485.80016,8,160.599487
1009.761986,31,160.834836
567.450061,6,160.887829
516.110777,9,160.963014
689.203756,18,161.104191
513.579722,8,161.171337
481.560074,8,161.265966
659.747899,17,161.395178
570.450572,7,161.458831
741.957127,24,161.640526
553.940175,8,161.710979
627.5199,8,161.783295
589.761631,17,161.918086
582.687576,10,162.004981
824.62789,18,162.180485
572.305506,9,162.254986
567.472999,7,162.328582
506.831116,6,162.388589
668.125965,14,162.505763
713.123784,18,162.647053
